SEASON,AGE_GRP,RPHO_REGION,WEEKENDING,MMWR_WEEK,MMWR_YEAR,COV_POSITIVES,COV_TOTAL_TESTS,COV_TP,COV_TP_LEVEL,FLU_POSITIVES,FLU_TOTAL_TESTS,FLU_TP,FLU_TP_LEVEL,RSV_POSITIVES,RSV_TOTAL_TESTS,RSV_TP,RSV_TP_LEVEL,FLU_A_TESTS,FLU_B_TESTS,COV_ED_VISITS,FLU_ED_VISITS,RSV_ED_VISITS,POP,COV_ADM,FLU_ADM,RSV_ADM,COV_ADM_RATE,FLU_ADM_RATE,RSV_ADM_RATE,COV_ADM_LEVEL,FLU_ADM_LEVEL,RSV_ADM_LEVEL,TOTAL_DEATHS,COV_DEATHS,FLU_DEATHS,RSV_DEATHS,COV_DEATHS_PER,FLU_DEATHS_PER,RSV_DEATHS_PER,SEASON_COV_PED_DEATHS,SEASON_FLU_PED_DEATHS,SEASON_RSV_PED_DEATHS
2025/2026,18-64 yrs,California,08/30/2025,35,2025,5014,49689,10.0908,Moderate,264,20812,1.268500,Very Low,15,11422,0.131300,Very Low,108,20,,,,24136728.000000,522,40,2,2.1626792165035789,0.16572254532594477,0.0082861272662972385,Very Low,Very Low,Very Low,1191,15,0,0,1.259400,0.000000,0.000000,,,
2023/2024,0-17 yrs,California,04/13/2024,15,2024,302,26419,1.1431,Very Low,980,14978,6.542900,Low,146,11652,1.253000,Low,,,,,,8694111.000000,29,,,0.33355911835034086,,,Very Low,,,71,0,1,0,0.000000,1.408500,0.000000,11,19,7
2024/2025,0-17 yrs,California,01/04/2025,1,2025,445,30009,1.4829000000000001,Very Low,8416,26147,32.187200,Very High,4900,20357,24.070300,Very High,,,,,,8544834.000000,64,303,446,0.74899055967617401,3.546002180966886,5.2195279627433369,Very Low,Low,Very High,58,0,4,1,0.000000,6.896600,1.724100,9,44,8
2024/2025,>64 yrs,California,06/07/2025,23,2025,1023,22717,4.5031999999999996,Low,197,14590,1.350200,Very Low,25,9563,0.261400,Very Low,,,,,,6421418.000000,415,68,14,6.4627470131986415,1.0589561371024281,0.21802038116814695,Low,Low,Very Low,3867,27,2,1,0.698200,0.051700,0.025900,,,
2025/2026,0-17 yrs,California,09/27/2025,39,2025,844,16567,5.0945,Low,151,12080,1.250000,Very Low,89,8317,1.070100,Low,65,19,,,,8386716.000000,49,16,4,0.58425729451194008,0.19077789208553142,0.047694473021382855,Very Low,Very Low,Very Low,49,0,0,0,0.000000,0.000000,0.000000,2,0,0
2023/2024,>64 yrs,California,07/22/2023,29,2023,2350,33613,6.9912999999999998,Low,51,3959,1.288200,Very Low,3,3053,0.098300,Very Low,,,,,,,,,,,,,,,,3910,50,0,1,1.278800,0.000000,0.025600,,,
2024/2025,0-17 yrs,California,10/26/2024,43,2024,333,21662,1.5373000000000001,Very Low,442,14547,3.038400,Low,380,10615,3.579800,Low,,,,,,8544834.000000,30,,,0.35108932484820654,,,Very Low,,,58,0,0,0,0.000000,0.000000,0.000000,9,44,8
2024/2025,0-17 yrs,California,03/08/2025,10,2025,309,26831,1.1516999999999999,Very Low,5445,25158,21.643200,Very High,1906,17715,10.759200,Very High,,,,,,8544834.000000,26,121,176,0.30427741486844567,1.4160602768877664,2.0597240391094784,Very Low,Low,High,50,0,0,2,0.000000,0.000000,4.000000,9,44,8
2024/2025,0-17 yrs,California,01/18/2025,3,2025,520,33298,1.5617000000000001,Very Low,12884,31125,41.394400,Very High,3461,21785,15.887100,Very High,,,,,,8544834.000000,45,293,286,0.52663398727230981,3.4289724060174835,3.3470515635529021,Very Low,Low,Very High,58,0,3,1,0.000000,5.172400,1.724100,9,44,8
2025/2026,0-17 yrs,California,11/08/2025,45,2025,195,18974,1.0277000000000001,Very Low,458,16829,2.721500,Low,276,12340,2.236600,Low,255,30,,,,8386716.000000,16,22,18,0.19077789208553142,0.26231960161760576,0.2146251285962229,Very Low,Very Low,Very Low,12,0,0,0,0.000000,0.000000,0.000000,2,0,0
2025/2026,18-64 yrs,California,11/01/2025,44,2025,660,33726,1.9569000000000001,Very Low,397,25793,1.539200,Very Low,60,15201,0.394700,Very Low,212,18,,,,24136728.000000,149,34,11,0.6173164813391443,0.14086416352705303,0.045573699964634805,Very Low,Very Low,Very Low,912,1,0,0,0.109600,0.000000,0.000000,,,
2023/2024,0-17 yrs,California,07/22/2023,29,2023,820,16520,4.9637000000000002,Low,119,1992,5.973900,Low,25,1634,1.530000,Low,,,,,,,,,,,,,,,,63,0,0,0,0.000000,0.000000,0.000000,11,19,7
2023/2024,>64 yrs,California,07/29/2023,30,2023,2673,32718,8.1698000000000004,Moderate,70,5199,1.346400,Very Low,7,2823,0.248000,Very Low,,,,,,,,,,,,,,,,3790,73,0,0,1.926100,0.000000,0.000000,,,
2024/2025,0-17 yrs,California,09/21/2024,38,2024,873,19435,4.4919000000000002,Low,213,10331,2.061800,Low,59,7030,0.839300,Very Low,,,,,,8544834.000000,76,,,0.88942628961545644,,,Very Low,,,48,2,0,0,4.166700,0.000000,0.000000,9,44,8
2023/2024,>64 yrs,California,12/02/2023,48,2023,4650,43127,10.7821,Moderate,1933,23714,8.151300,Low,762,15707,4.851300,Moderate,,,,,,,,,,,,,,,,4465,127,15,4,2.844300,0.335900,0.089600,,,
2023/2024,18-64 yrs,California,01/20/2024,3,2024,7893,85768,9.2027000000000001,Moderate,5501,40461,13.595800,Moderate,1062,25823,4.112600,Moderate,,,,,,24193302.000000,997,,,4.1209753013458021,,,Low,,,1364,22,20,8,1.612900,1.466300,0.586500,,,
2023/2024,0-17 yrs,California,06/29/2024,26,2024,998,17965,5.5552000000000001,Low,303,8689,3.487200,Low,27,6300,0.428600,Very Low,,,,,,8694111.000000,35,,,0.40257134973316994,,,Very Low,,,59,0,0,0,0.000000,0.000000,0.000000,11,19,7
2024/2025,0-17 yrs,California,11/30/2024,48,2024,275,21986,1.2507999999999999,Very Low,2727,17849,15.278200,High,1884,13345,14.117600,Very High,,,,,,8544834.000000,57,118,198,0.66706971721159236,1.3809513444029455,2.3171895439981633,Very Low,Low,High,52,0,0,0,0.000000,0.000000,0.000000,9,44,8
2024/2025,0-17 yrs,California,06/07/2025,23,2025,415,15666,2.649,Very Low,652,10857,6.005300,Low,40,7337,0.545200,Very Low,,,,,,8544834.000000,29,27,3,0.33938634735326634,0.31598039236338588,0.035108932484820658,Very Low,Very Low,Very Low,50,0,1,0,0.000000,2.000000,0.000000,9,44,8
2025/2026,>64 yrs,California,08/02/2025,31,2025,1610,23222,6.9330999999999996,Low,92,13734,0.669900,Very Low,10,9377,0.106600,Very Low,46,7,,,,6632226.000000,592,43,3,8.9261131933682591,0.64834943803181622,0.045233681723149961,Low,Very Low,Very Low,3905,27,1,0,0.691400,0.025600,0.000000,,,
2023/2024,18-64 yrs,California,08/12/2023,32,2023,8558,77183,11.087899999999999,Moderate,223,11380,1.959600,Very Low,17,4507,0.377200,Very Low,,,,,,,,,,,,,,,,1296,13,0,0,1.003100,0.000000,0.000000,,,
2023/2024,>64 yrs,California,12/16/2023,50,2023,5939,45821,12.9613,Moderate,2333,25872,9.017500,Moderate,1025,17028,6.019500,Moderate,,,,,,,,,,,,,,,,4622,143,23,14,3.093900,0.497600,0.302900,,,
2024/2025,18-64 yrs,California,01/18/2025,3,2025,1642,79748,2.0590000000000002,Very Low,16176,55132,29.340500,Very High,1248,32467,3.843900,Low,,,,,,24153482.000000,252,1397,187,1.043327831573104,5.7838451615382001,0.77421549406416845,Very Low,Moderate,Low,1374,9,27,4,0.655000,1.965100,0.291100,,,
2024/2025,18-64 yrs,California,02/01/2025,5,2025,1886,94004,2.0063,Very Low,21077,66493,31.698100,Very High,1267,40342,3.140600,Low,,,,,,24153482.000000,333,1647,167,1.378683206007316,6.8188926134956436,0.69141169790757295,Very Low,High,Low,1413,7,48,2,0.495400,3.397000,0.141500,,,
2023/2024,>64 yrs,California,09/02/2023,35,2023,5177,42563,12.1631,Moderate,89,9704,0.917100,Very Low,16,4471,0.357900,Very Low,,,,,,,,,,,,,,,,4050,111,0,1,2.740700,0.000000,0.024700,,,
2023/2024,18-64 yrs,California,05/25/2024,21,2024,2048,63515,3.2244000000000002,Low,731,23514,3.108800,Low,23,15196,0.151400,Very Low,,,,,,24193302.000000,217,,,0.89694246779542541,,,Very Low,,,1160,5,1,0,0.431000,0.086200,0.000000,,,
2023/2024,>64 yrs,California,06/15/2024,24,2024,2534,30569,8.2894000000000005,Moderate,235,15113,1.555000,Very Low,16,10284,0.155600,Very Low,,,,,,6221657.000000,811,,,13.035112671752879,,,Moderate,,,4007,33,2,2,0.823600,0.049900,0.049900,,,
2024/2025,0-17 yrs,California,10/12/2024,41,2024,380,19195,1.9797,Very Low,273,12444,2.193800,Low,186,9123,2.038800,Low,,,,,,8544834.000000,42,,,0.49152505478748915,,,Very Low,,,57,0,0,0,0.000000,0.000000,0.000000,9,44,8
2025/2026,0-17 yrs,California,11/01/2025,44,2025,276,18285,1.5094000000000001,Very Low,362,16052,2.255200,Low,212,11645,1.820500,Low,206,29,,,,8386716.000000,24,15,18,0.28616683812829719,0.17885427383018573,0.2146251285962229,Very Low,Very Low,Very Low,43,0,0,0,0.000000,0.000000,0.000000,2,0,0
2023/2024,0-17 yrs,California,01/06/2024,1,2024,1765,27072,6.5197000000000003,Low,3693,17650,20.923500,High,3260,14123,23.082900,Very High,,,,,,,,,,,,,,,,49,0,2,1,0.000000,4.081600,2.040800,11,19,7
2023/2024,>64 yrs,California,03/23/2024,12,2024,1249,35319,3.5363000000000002,Low,427,22167,1.926300,Very Low,196,16702,1.173500,Low,,,,,,6221657.000000,626,,,10.061628276840077,,,Low,,,4235,58,8,4,1.369500,0.188900,0.094500,,,
2023/2024,18-64 yrs,California,10/21/2023,42,2023,4839,75291,6.4271000000000003,Low,1053,21003,5.013600,Low,434,12941,3.353700,Low,,,,,,,,,,,,,,,,1291,15,1,0,1.161900,0.077500,0.000000,,,
2023/2024,All Ages,Bay Area,01/20/2024,3,2024,4035,48577,8.3064,Moderate,3206,25180,12.732300,Moderate,991,21280,4.657000,Moderate,,,,,,8391874.000000,786,,,9.366203544047492,,,Low,,,1192,46,8,10,3.859100,0.671100,0.838900,,,
2023/2024,All Ages,Southern California,03/23/2024,12,2024,828,28312,2.9245999999999999,Very Low,849,16604,5.113200,Low,186,9740,1.909700,Low,,,,,,12802429.000000,221,,,1.7262349199515186,,,Very Low,,,1804,21,4,1,1.164100,0.221700,0.055400,,,
2023/2024,All Ages,Southern California,03/16/2024,11,2024,831,31003,2.6804000000000001,Very Low,765,16972,4.507400,Low,245,9679,2.531300,Low,,,,,,12802429.000000,231,,,1.8043450973248905,,,Very Low,,,1763,23,0,1,1.304600,0.000000,0.056700,,,
2023/2024,All Ages,Los Angeles,05/18/2024,20,2024,592,27054,2.1882000000000001,Very Low,332,11434,2.903600,Low,18,6846,0.262900,Very Low,,,,,,9825708.000000,134,,,1.3637694097972379,,,Very Low,,,1249,9,1,0,0.720600,0.080100,0.000000,,,
2024/2025,All Ages,Los Angeles,08/31/2024,35,2024,3325,37002,8.9860000000000007,Moderate,138,12923,1.067900,Very Low,26,7887,0.329700,Very Low,,,,,,9784023.000000,717,,,7.3282738603537618,,,Low,,,1126,29,1,0,2.575500,0.088800,0.000000,,,
2024/2025,All Ages,Rural North,04/19/2025,16,2025,21,848,2.4763999999999999,Very Low,41,1277,3.210600,Low,17,717,2.371000,Low,,,,,,680190.000000,4,7,1,0.58807098016730619,1.029124215292786,0.14701774504182655,Very Low,Low,Very Low,148,0,0,0,0.000000,0.000000,0.000000,,,
2025/2026,All Ages,Central California,07/12/2025,28,2025,530,6633,7.9904000000000002,Low,50,3355,1.490300,Very Low,6,2127,0.282100,Very Low,13,11,,,,4454294.000000,38,12,1,0.85310938164386996,0.26940296262437996,0.022450246885364997,Very Low,Very Low,Very Low,672,4,0,0,0.595200,0.000000,0.000000,,,
2025/2026,All Ages,Southern California,10/18/2025,42,2025,661,21656,3.0522999999999998,Low,161,17660,0.911700,Very Low,48,10081,0.476100,Very Low,75,11,,,,12884704.000000,171,35,9,1.3271550514470491,0.27163992281079957,0.06985026586563417,Very Low,Very Low,Very Low,1564,10,0,0,0.639400,0.000000,0.000000,,,
2025/2026,All Ages,Los Angeles,11/01/2025,44,2025,348,19333,1.8,Very Low,304,15014,2.024800,Low,66,8438,0.782200,Very Low,144,17,,,,9748926.000000,170,43,12,1.743781827864936,0.44107422704818977,0.12309048196693667,Very Low,Very Low,Very Low,1032,4,0,0,0.387600,0.000000,0.000000,,,
2023/2024,All Ages,Rural North,07/29/2023,30,2023,117,1111,10.5311,Moderate,5,277,1.805100,Very Low,1,128,0.781300,Very Low,,,,,,,,,,,,,,,,123,2,0,0,1.626000,0.000000,0.000000,,,
2023/2024,All Ages,Los Angeles,01/27/2024,4,2024,3488,43420,8.0332000000000008,Moderate,1794,17690,10.141300,Moderate,547,9705,5.636300,Moderate,,,,,,9825708.000000,781,,,7.9485366347137525,,,Low,,,1356,34,11,2,2.507400,0.811200,0.147500,,,
2023/2024,All Ages,Greater Sierra-Sacramento,12/30/2023,52,2023,1448,13537,10.6966,Moderate,1895,9515,19.915900,High,859,6788,12.654700,Very High,,,,,,,,,,,,,,,,63,3,0,0,4.761900,0.000000,0.000000,,,
2024/2025,All Ages,Southern California,05/24/2025,21,2025,809,25174,3.2136,Low,357,17289,2.064900,Low,47,10696,0.439400,Very Low,,,,,,12840501.000000,174,54,9,1.355087313181939,0.42054433857370521,0.070090723095617521,Very Low,Very Low,Very Low,1759,8,2,0,0.454800,0.113700,0.000000,,,
2025/2026,All Ages,Rural North,07/19/2025,29,2025,52,524,9.9237000000000002,Moderate,6,429,1.398600,Very Low,1,311,0.321500,Very Low,0,5,,,,677064.000000,4,0,0,0.59078609998463949,0,0,Very Low,Very Low,Very Low,146,3,0,0,2.054800,0.000000,0.000000,,,
2023/2024,All Ages,Bay Area,08/12/2023,32,2023,3616,43438,8.3245000000000005,Moderate,139,4514,3.079300,Low,41,2114,1.939500,Low,,,,,,,,,,,,,,,,1042,17,0,0,1.631500,0.000000,0.000000,,,
2023/2024,All Ages,Los Angeles,08/19/2023,33,2023,5020,40225,12.479799999999999,Moderate,105,7310,1.436400,Very Low,10,2281,0.438400,Very Low,,,,,,,,,,,,,,,,1299,28,1,0,2.155500,0.077000,0.000000,,,
2023/2024,All Ages,Bay Area,10/28/2023,43,2023,2344,39298,5.9646999999999997,Low,1475,12247,12.043800,Moderate,1091,10756,10.143200,Very High,,,,,,,,,,,,,,,,1047,20,1,1,1.910200,0.095500,0.095500,,,
2023/2024,All Ages,Bay Area,12/30/2023,52,2023,4777,51275,9.3163999999999998,Moderate,4927,27586,17.860500,High,1729,23316,7.415500,High,,,,,,,,,,,,,,,,1206,34,10,7,2.819200,0.829200,0.580400,,,
2023/2024,All Ages,Central California,04/13/2024,15,2024,331,15589,2.1233,Very Low,352,7015,5.017800,Low,28,5829,0.480400,Very Low,,,,,,4432134.000000,89,,,2.0080620306155006,,,Very Low,,,731,3,2,0,0.410400,0.273600,0.000000,,,
2023/2024,All Ages,Rural North,05/04/2024,18,2024,35,1129,3.1000999999999999,Low,35,991,3.531800,Low,5,724,0.690600,Very Low,,,,,,683715.000000,9,,,1.3163379478291393,,,Very Low,,,146,1,0,0,0.684900,0.000000,0.000000,,,
2023/2024,All Ages,Rural North,05/18/2024,20,2024,57,1018,5.5991999999999997,Low,35,807,4.337100,Low,2,525,0.381000,Very Low,,,,,,683715.000000,1,,,0.1462597719810155,,,Very Low,,,148,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,All Ages,Greater Sierra-Sacramento,08/10/2024,32,2024,1280,8555,14.962,High,19,3052,0.622500,Very Low,3,1902,0.157700,Very Low,,,,,,2981445.000000,264,,,8.8547667322388968,,,Low,,,53,2,0,0,3.773600,0.000000,0.000000,,,
2024/2025,All Ages,Southern California,12/28/2024,52,2024,1184,46036,2.5718999999999999,Very Low,12154,36108,33.660100,Very High,1330,17044,7.803300,High,,,,,,12840501.000000,297,1639,262,2.3129938621553783,12.764299461524127,2.0404188278946438,Very Low,Very High,High,1936,17,34,2,0.878100,1.756200,0.103300,,,
2025/2026,All Ages,Los Angeles,09/13/2025,37,2025,2308,25165,9.1715,Moderate,183,14051,1.302400,Very Low,26,8139,0.319400,Very Low,70,13,,,,9748926.000000,495,27,4,5.0774823811361376,0.27695358442560747,0.041030160655645555,Low,Very Low,Very Low,1174,19,0,0,1.618400,0.000000,0.000000,,,
2025/2026,All Ages,Southern California,11/15/2025,46,2025,312,19453,1.6039000000000001,Very Low,305,14308,2.131700,Low,103,9122,1.129100,Low,192,40,,,,12884704.000000,78,50,23,0.60536897083549612,0.38805703258685648,0.17850623498995399,Very Low,Very Low,Very Low,265,1,0,0,0.377400,0.000000,0.000000,,,
2023/2024,All Ages,Southern California,07/08/2023,27,2023,1513,23553,6.4238,Low,105,4733,2.218500,Low,7,3776,0.185400,Very Low,,,,,,,,,,,,,,,,1630,12,0,0,0.736200,0.000000,0.000000,,,
2023/2024,All Ages,Central California,08/12/2023,32,2023,1647,15022,10.963900000000001,Moderate,30,2200,1.363600,Very Low,4,1708,0.234200,Very Low,,,,,,,,,,,,,,,,605,8,1,0,1.322300,0.165300,0.000000,,,
2023/2024,All Ages,Southern California,09/30/2023,39,2023,3460,32137,10.766400000000001,Moderate,145,12275,1.181300,Very Low,112,6091,1.838800,Low,,,,,,,,,,,,,,,,1720,45,2,0,2.616300,0.116300,0.000000,,,
2023/2024,All Ages,Bay Area,11/04/2023,44,2023,2610,43313,6.0259,Low,2198,17665,12.442700,Moderate,1812,15015,12.067900,Very High,,,,,,,,,,,,,,,,1138,17,0,0,1.493800,0.000000,0.000000,,,
2023/2024,All Ages,Rural North,12/02/2023,48,2023,147,1484,9.9056999999999995,Moderate,56,1054,5.313100,Low,36,711,5.063300,Moderate,,,,,,,,,,,,,,,,160,5,0,0,3.125000,0.000000,0.000000,,,
2023/2024,All Ages,Southern California,12/09/2023,49,2023,4208,39775,10.579499999999999,Moderate,2952,21533,13.709200,Moderate,1294,11643,11.114000,Very High,,,,,,,,,,,,,,,,1905,57,11,5,2.992100,0.577400,0.262500,,,
2023/2024,All Ages,Southern California,01/27/2024,4,2024,3448,37153,9.2805,Moderate,2322,20902,11.109000,Moderate,802,11699,6.855300,Moderate,,,,,,12802429.000000,941,,,7.3501676908342937,,,Low,,,1983,68,11,8,3.429100,0.554700,0.403400,,,
2023/2024,All Ages,Rural North,03/02/2024,9,2024,137,1774,7.7226999999999997,Low,114,1474,7.734100,Low,40,1111,3.600400,Low,,,,,,683715.000000,30,,,4.3877931594304638,,,Low,,,167,7,1,1,4.191600,0.598800,0.598800,,,
2024/2025,All Ages,Southern California,01/11/2025,2,2025,1147,41683,2.7517,Very Low,7825,30929,25.299900,Very High,1276,14653,8.708100,High,,,,,,12840501.000000,321,1362,316,2.4999024570770252,10.607062761803453,2.4609631664683489,Very Low,Very High,High,2139,17,53,3,0.794800,2.477800,0.140300,,,
2023/2024,All Ages,Rural North,07/08/2023,27,2023,88,1075,8.1859999999999999,Moderate,6,192,3.125000,Low,0,60,0.000000,Very Low,,,,,,,,,,,,,,,,138,2,0,0,1.449300,0.000000,0.000000,,,
2023/2024,All Ages,Southern California,08/26/2023,34,2023,5247,33885,15.4847,High,120,11429,1.050000,Very Low,37,5468,0.676700,Very Low,,,,,,,,,,,,,,,,1713,34,0,0,1.984800,0.000000,0.000000,,,
2023/2024,All Ages,Central California,09/30/2023,39,2023,1001,17203,5.8188000000000004,Low,67,3879,1.727200,Very Low,18,2519,0.714600,Very Low,,,,,,,,,,,,,,,,619,5,0,0,0.807800,0.000000,0.000000,,,
2023/2024,All Ages,Rural North,09/16/2023,37,2023,274,1678,16.329000000000001,High,5,664,0.753000,Very Low,0,407,0.000000,Very Low,,,,,,,,,,,,,,,,114,5,0,0,4.386000,0.000000,0.000000,,,
2023/2024,All Ages,Southern California,11/11/2023,45,2023,2420,34111,7.0945,Low,766,15798,4.848700,Low,681,8990,7.575100,High,,,,,,,,,,,,,,,,1820,26,2,0,1.428600,0.109900,0.000000,,,
2023/2024,All Ages,Greater Sierra-Sacramento,01/20/2024,3,2024,1028,11084,9.2745999999999995,Moderate,1050,7443,14.107200,Moderate,504,5530,9.113900,High,,,,,,2973210.000000,274,,,9.2156288994050204,,,Low,,,55,0,1,1,0.000000,1.818200,1.818200,,,
2023/2024,All Ages,Bay Area,06/01/2024,22,2024,1796,43077,4.1692999999999998,Low,534,15805,3.378700,Low,28,13009,0.215200,Very Low,,,,,,8391874.000000,337,,,4.0157895602341034,,,Low,,,1054,13,1,0,1.233400,0.094900,0.000000,,,
2023/2024,All Ages,Southern California,06/15/2024,24,2024,1437,23870,6.0201000000000002,Low,349,12264,2.845700,Low,18,6574,0.273800,Very Low,,,,,,12802429.000000,187,,,1.4606603168820542,,,Very Low,,,1711,9,1,1,0.526000,0.058400,0.058400,,,
2024/2025,All Ages,Central California,02/15/2025,7,2025,344,16157,2.1291000000000002,Very Low,5248,17669,29.701700,Very High,1031,12611,8.175400,High,,,,,,4441622.000000,45,372,81,1.0131433967140833,8.3753187461697554,1.8236581140853501,Very Low,High,Moderate,709,5,17,0,0.705200,2.397700,0.000000,,,
2024/2025,All Ages,Central California,03/22/2025,12,2025,277,11605,2.3868999999999998,Very Low,1422,11640,12.216500,Moderate,385,8408,4.579000,Moderate,,,,,,4441622.000000,36,70,31,0.81051471737126657,1.5760008393330185,0.69794322884747961,Very Low,Low,Low,682,2,3,4,0.293300,0.439900,0.586500,,,
2024/2025,All Ages,Los Angeles,05/10/2025,19,2025,551,34050,1.6182000000000001,Very Low,429,18381,2.333900,Low,55,12086,0.455100,Very Low,,,,,,9784023.000000,194,43,10,1.9828244475713108,0.4394920167297236,0.1022074457510985,Very Low,Very Low,Very Low,1365,5,1,1,0.366300,0.073300,0.073300,,,
2024/2025,All Ages,Central California,05/31/2025,22,2025,321,6835,4.6963999999999997,Low,195,4961,3.930700,Low,12,3407,0.352200,Very Low,,,,,,4441622.000000,51,27,3,1.1482291829426277,0.60788603802844998,0.067542893114272209,Very Low,Very Low,Very Low,625,3,0,0,0.480000,0.000000,0.000000,,,
2024/2025,All Ages,Greater Sierra-Sacramento,05/31/2025,22,2025,189,4285,4.4107000000000003,Low,125,2487,5.026100,Low,5,1515,0.330000,Very Low,,,,,,2981445.000000,49,16,1,1.6434983707564621,0.53665252922659989,0.033540783076662493,Very Low,Very Low,Very Low,49,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,All Ages,Southern California,06/07/2025,23,2025,781,21811,3.5808,Low,309,15320,2.017000,Low,16,8921,0.179400,Very Low,,,,,,12840501.000000,167,57,3,1.300572306329792,0.44390791293891102,0.023363574365205843,Very Low,Very Low,Very Low,1668,10,1,0,0.599500,0.060000,0.000000,,,
2025/2026,All Ages,Rural North,08/16/2025,33,2025,141,706,19.971699999999998,Very High,3,612,0.490200,Very Low,2,386,0.518100,Very Low,2,0,,,,677064.000000,14,0,0,2.0677513499462385,0,0,Very Low,Very Low,Very Low,125,2,0,0,1.600000,0.000000,0.000000,,,
2025/2026,All Ages,Central California,10/18/2025,42,2025,226,6874,3.2877999999999998,Low,63,5512,1.143000,Very Low,5,3608,0.138600,Very Low,35,0,,,,4454294.000000,50,12,1,1.1225123442682501,0.26940296262437996,0.022450246885364997,Very Low,Very Low,Very Low,613,4,0,0,0.652500,0.000000,0.000000,,,
2023/2024,All Ages,Rural North,08/12/2023,32,2023,135,1158,11.657999999999999,Moderate,2,332,0.602400,Very Low,0,181,0.000000,Very Low,,,,,,,,,,,,,,,,142,3,0,0,2.112700,0.000000,0.000000,,,
2023/2024,All Ages,Southern California,09/09/2023,36,2023,5387,36623,14.709300000000001,High,135,13604,0.992400,Very Low,51,6624,0.769900,Very Low,,,,,,,,,,,,,,,,1741,48,3,1,2.757000,0.172300,0.057400,,,
2023/2024,All Ages,Greater Sierra-Sacramento,11/25/2023,47,2023,719,8361,8.5993999999999993,Moderate,754,5918,12.740800,Moderate,429,4118,10.417700,Very High,,,,,,,,,,,,,,,,53,1,0,0,1.886800,0.000000,0.000000,,,
2023/2024,All Ages,Bay Area,12/23/2023,51,2023,5010,55096,9.0931999999999995,Moderate,5768,28922,19.943300,High,1937,24807,7.808300,High,,,,,,,,,,,,,,,,1253,31,11,6,2.474100,0.877900,0.478900,,,
2023/2024,All Ages,Central California,03/02/2024,9,2024,742,18926,3.9205000000000001,Low,626,10154,6.165100,Low,361,8430,4.282300,Moderate,,,,,,4432134.000000,176,,,3.9709990717789667,,,Low,,,624,14,2,0,2.243600,0.320500,0.000000,,,
2023/2024,All Ages,Greater Sierra-Sacramento,03/23/2024,12,2024,326,8928,3.6514000000000002,Low,405,7032,5.759400,Low,81,5291,1.530900,Low,,,,,,2973210.000000,130,,,4.3723786749001921,,,Low,,,66,1,0,0,1.515200,0.000000,0.000000,,,
2023/2024,All Ages,Rural North,04/27/2024,17,2024,33,1257,2.6253000000000002,Very Low,44,1059,4.154900,Low,6,752,0.797900,Very Low,,,,,,683715.000000,13,,,1.9013770357532014,,,Very Low,,,154,1,0,0,0.649400,0.000000,0.000000,,,
2023/2024,All Ages,Rural North,06/01/2024,22,2024,79,1023,7.7224000000000004,Low,20,811,2.466100,Low,1,493,0.202800,Very Low,,,,,,683715.000000,10,,,1.462597719810155,,,Very Low,,,129,2,0,0,1.550400,0.000000,0.000000,,,
2024/2025,All Ages,Central California,01/04/2025,1,2025,376,13591,2.7665000000000002,Very Low,3304,14666,22.528300,Very High,1326,10959,12.099600,Very High,,,,,,4441622.000000,85,293,96,1.9137153049043796,6.5966892274939193,2.1613725796567107,Very Low,High,High,688,5,7,2,0.726700,1.017400,0.290700,,,
2024/2025,All Ages,Rural North,08/03/2024,31,2024,240,1212,19.802,Very High,5,701,0.713300,Very Low,0,439,0.000000,Very Low,,,,,,680190.000000,13,,,1.9112306855437451,,,Very Low,,,153,5,0,0,3.268000,0.000000,0.000000,,,
2024/2025,All Ages,Bay Area,12/07/2024,49,2024,525,30699,1.7101999999999999,Very Low,2366,22168,10.673000,Moderate,1460,18194,8.024600,High,,,,,,8391953.000000,132,199,134,1.5729354060967691,2.3713192864640686,1.5967677607345991,Very Low,Low,Moderate,1103,16,1,1,1.450600,0.090700,0.090700,,,
2024/2025,All Ages,Rural North,02/08/2025,6,2025,38,1871,2.0310000000000001,Very Low,863,3051,28.285800,Very High,189,1583,11.939400,Very High,,,,,,680190.000000,10,99,2,1.4701774504182654,14.554756759140828,0.29403549008365309,Very Low,Very High,Very Low,173,0,9,1,0.000000,5.202300,0.578000,,,
2024/2025,All Ages,Bay Area,03/15/2025,11,2025,683,30646,2.2286999999999999,Very Low,3724,24747,15.048300,High,599,20186,2.967400,Low,,,,,,8391953.000000,98,212,80,1.1677853772536619,2.5262295916099626,0.95329418551319345,Very Low,Low,Low,1133,6,8,1,0.529600,0.706100,0.088300,,,
2024/2025,All Ages,Greater Sierra-Sacramento,03/15/2025,11,2025,150,7903,1.8979999999999999,Very Low,1137,8965,12.682700,Moderate,281,5851,4.802600,Moderate,,,,,,2981445.000000,49,143,48,1.6434983707564621,4.7963319799627362,1.6099575876797996,Very Low,Moderate,Moderate,49,0,0,1,0.000000,0.000000,2.040800,,,
2025/2026,All Ages,Central California,10/11/2025,41,2025,297,6913,4.2962999999999996,Low,76,5512,1.378800,Very Low,11,3484,0.315700,Very Low,25,4,,,,4454294.000000,57,14,0,1.2796640724658048,0.31430345639510998,0,Very Low,Very Low,Very Low,599,3,1,0,0.500800,0.166900,0.000000,,,
