SEASON,AGE_GRP,RPHO_REGION,WEEKENDING,MMWR_WEEK,MMWR_YEAR,COV_POSITIVES,COV_TOTAL_TESTS,COV_TP,COV_TP_LEVEL,FLU_POSITIVES,FLU_TOTAL_TESTS,FLU_TP,FLU_TP_LEVEL,RSV_POSITIVES,RSV_TOTAL_TESTS,RSV_TP,RSV_TP_LEVEL,FLU_A_TESTS,FLU_B_TESTS,COV_ED_VISITS,FLU_ED_VISITS,RSV_ED_VISITS,POP,COV_ADM,FLU_ADM,RSV_ADM,COV_ADM_RATE,FLU_ADM_RATE,RSV_ADM_RATE,COV_ADM_LEVEL,FLU_ADM_LEVEL,RSV_ADM_LEVEL,TOTAL_DEATHS,COV_DEATHS,FLU_DEATHS,RSV_DEATHS,COV_DEATHS_PER,FLU_DEATHS_PER,RSV_DEATHS_PER,SEASON_COV_PED_DEATHS,SEASON_FLU_PED_DEATHS,SEASON_RSV_PED_DEATHS
2024/2025,>64 yrs,Los Angeles,09/07/2024,36,2024,1208,12493,9.6694148723285043,Moderate,225,4375,5.142900,Low,67,2866,2.337800,Low,,,,,,1608433.000000,424,,,26.3610607342675,,,High,,,976,21,1,0,2.151639,0.102459,0.000000,,,
2024/2025,18-64 yrs,Southern California,09/07/2024,36,2024,1539,16730,9.1990436341900779,Moderate,60,6932,0.865600,Very Low,5,3007,0.166300,Very Low,,,,,,7875686.000000,188,,,2.3870936449218498,,,Very Low,,,380,5,1,0,1.315789,0.263158,0.000000,,,
2024/2025,18-64 yrs,Bay Area,09/14/2024,37,2024,946,15878,5.9579292102279888,Low,113,3521,3.209300,Low,8,2345,0.341200,Very Low,,,,,,5222531.000000,117,,,2.2402930686289801,,,Very Low,,,188,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,>64 yrs,Bay Area,09/14/2024,37,2024,739,7444,9.9274583557227292,Moderate,18,2591,0.694700,Very Low,1,2028,0.049300,Very Low,,,,,,1498910.000000,410,,,27.353209999266099,,,High,,,779,18,1,0,2.310655,0.128370,0.000000,,,
2024/2025,18-64 yrs,Greater Sierra-Sacramento,09/14/2024,37,2024,509,4033,12.620877758492439,Moderate,14,1628,0.860000,Very Low,2,1002,0.199600,Very Low,,,,,,1793656.000000,58,,,3.2336189325043398,,,Low,,,6,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,0-17 yrs,Rural North,09/14/2024,37,2024,30,276,10.869565217391305,Moderate,3,200,1.500000,Very Low,0,156,0.000000,Very Low,,,,,,147863.000000,1,,,0.67630171171963205,,,Very Low,,,1,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,0-17 yrs,Los Angeles,09/21/2024,38,2024,178,3791,4.6953310472170928,Low,53,2449,2.164100,Low,14,1616,0.866300,Very Low,,,,,,1934637.000000,26,,,1.3439213661270799,,,Very Low,,,9,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,>64 yrs,Bay Area,09/28/2024,39,2024,489,6930,7.0562770562770565,Low,41,2493,1.644600,Very Low,7,1866,0.375100,Very Low,,,,,,1498910.000000,338,,,22.549719462809598,,,Moderate,,,793,13,0,0,1.639344,0.000000,0.000000,,,
2024/2025,>64 yrs,Greater Sierra-Sacramento,09/28/2024,39,2024,234,1658,14.11338962605549,High,5,981,0.509700,Very Low,0,661,0.000000,Very Low,,,,,,525440.000000,167,,,31.7828867235079,,,High,,,39,1,0,0,2.564103,0.000000,0.000000,,,
2024/2025,0-17 yrs,Rural North,09/28/2024,39,2024,18,255,7.0588235294117645,Low,2,207,0.966200,Very Low,1,142,0.704200,Very Low,,,,,,147863.000000,0,,,0,,,Very Low,,,2,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,>64 yrs,Rural North,09/28/2024,39,2024,72,307,23.452768729641694,Very High,3,264,1.136400,Very Low,0,191,0.000000,Very Low,,,,,,148325.000000,16,,,10.7871228720715,,,Low,,,117,5,0,0,4.273504,0.000000,0.000000,,,
2024/2025,0-17 yrs,Central California,10/05/2024,40,2024,63,3081,2.044790652385589,Very Low,20,1536,1.302100,Very Low,5,1172,0.426600,Very Low,,,,,,1224522.000000,4,,,0.326658075559279,,,Very Low,,,14,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,18-64 yrs,Bay Area,10/12/2024,41,2024,448,13813,3.2433215087236662,Low,147,6254,2.350500,Low,21,4957,0.423600,Very Low,,,,,,5222531.000000,60,,,1.1488682403225601,,,Very Low,,,195,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,>64 yrs,Central California,10/12/2024,41,2024,143,2041,7.0063694267515926,Low,9,1514,0.594500,Very Low,0,1156,0.000000,Very Low,,,,,,580446.000000,71,,,12.231973344635,,,Low,,,444,12,0,1,2.702703,0.000000,0.225225,,,
2024/2025,>64 yrs,Greater Sierra-Sacramento,10/12/2024,41,2024,170,1651,10.296789824348879,Moderate,11,1492,0.737300,Very Low,0,1138,0.000000,Very Low,,,,,,525440.000000,48,,,9.1352009744214406,,,Low,,,38,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,18-64 yrs,Central California,10/19/2024,42,2024,127,6449,1.9692975655140332,Very Low,32,2734,1.170400,Very Low,3,1817,0.165100,Very Low,,,,,,2636654.000000,32,,,1.2136594335092901,,,Very Low,,,156,1,0,1,0.641026,0.000000,0.641026,,,
2024/2025,>64 yrs,Rural North,10/19/2024,42,2024,21,208,10.096153846153847,Moderate,2,263,0.760500,Very Low,0,166,0.000000,Very Low,,,,,,148325.000000,10,,,6.7419517950446597,,,Low,,,118,2,0,0,1.694915,0.000000,0.000000,,,
2024/2025,>64 yrs,Greater Sierra-Sacramento,10/26/2024,43,2024,108,1702,6.3454759106933016,Low,13,1581,0.822300,Very Low,3,1248,0.240400,Very Low,,,,,,525440.000000,34,,,6.4707673568818498,,,Low,,,48,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,>64 yrs,Rural North,10/26/2024,43,2024,11,154,7.1428571428571423,Low,2,234,0.854700,Very Low,0,133,0.000000,Very Low,,,,,,148325.000000,8,,,5.3935614360357302,,,Low,,,112,1,0,0,0.892857,0.000000,0.000000,,,
2024/2025,>64 yrs,Southern California,10/26/2024,43,2024,286,6161,4.6421035546177567,Low,55,4686,1.173700,Very Low,5,2483,0.201400,Very Low,,,,,,2059864.000000,147,,,7.1363934706369001,,,Low,,,1317,11,1,0,0.835232,0.075930,0.000000,,,
2024/2025,18-64 yrs,Los Angeles,11/02/2024,44,2024,255,15358,1.6603724443286887,Very Low,184,6360,2.893100,Low,14,3866,0.362100,Very Low,,,,,,6240953.000000,76,20,1,1.2177627359154923,0.32046387787249797,0.016023193893624901,Very Low,Very Low,Very Low,322,2,0,0,0.621118,0.000000,0.000000,,,
2024/2025,18-64 yrs,Central California,11/09/2024,45,2024,176,6511,2.703117800645062,Very Low,60,3393,1.768300,Very Low,9,2242,0.401400,Very Low,,,,,,2636654.000000,15,3,1,0.56890285945747909,0.11378057189149582,0.037926857297165273,Very Low,Very Low,Very Low,182,0,1,0,0.000000,0.549451,0.000000,,,
2024/2025,18-64 yrs,Greater Sierra-Sacramento,11/09/2024,45,2024,115,3603,3.1917846239245073,Low,63,2529,2.491100,Low,4,1708,0.234200,Very Low,,,,,,1793656.000000,20,4,1,1.1150410112083922,0.22300820224167844,0.055752050560419611,Very Low,Very Low,Very Low,11,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,0-17 yrs,Central California,11/23/2024,47,2024,48,3567,1.3456686291000841,Very Low,228,2674,8.526600,Low,135,2091,6.456200,Moderate,,,,,,1224522.000000,1,2,4,0.081664518889819862,0.16332903777963972,0.32665807555927945,Very Low,Very Low,Very Low,10,0,0,1,0.000000,0.000000,10.000000,,,
2024/2025,>64 yrs,Los Angeles,11/23/2024,47,2024,244,10408,2.3443504996156803,Very Low,210,5513,3.809200,Low,28,3593,0.779300,Very Low,,,,,,1608433.000000,127,63,8,7.8958837576697318,3.9168557223086076,0.49737850442014059,Low,Low,Very Low,1109,9,2,0,0.811542,0.180343,0.000000,,,
2024/2025,18-64 yrs,Bay Area,12/07/2024,49,2024,233,15493,1.5039049893500289,Very Low,1205,10157,11.863700,Moderate,258,8035,3.211000,Low,,,,,,5222531.000000,36,100,31,0.68932094419353374,1.9147804005375937,0.59358192416665401,Very Low,Low,Low,210,2,1,0,0.952381,0.476190,0.000000,,,
2024/2025,>64 yrs,Central California,12/07/2024,49,2024,109,1937,5.6272586473928756,Low,95,2219,4.281200,Low,32,1595,2.006300,Low,,,,,,580446.000000,54,22,12,9.3031909945111178,3.7901889236897146,2.0673757765580261,Low,Low,High,476,4,0,0,0.840336,0.000000,0.000000,,,
2024/2025,>64 yrs,Greater Sierra-Sacramento,12/07/2024,49,2024,97,1964,4.9389002036659875,Low,110,2251,4.886700,Low,28,1713,1.634600,Low,,,,,,525440.000000,34,41,9,6.4707673568818507,7.8029841656516448,1.7128501827040195,Low,High,Moderate,37,1,0,0,2.702703,0.000000,0.000000,,,
2024/2025,18-64 yrs,Rural North,12/07/2024,49,2024,22,492,4.4715447154471546,Low,59,694,8.501400,Low,4,277,1.444000,Low,,,,,,384002.000000,1,5,0,0.26041531033692533,1.3020765516846267,0,Very Low,Low,Very Low,30,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,>64 yrs,Southern California,12/14/2024,50,2024,366,7258,5.0427114907688066,Low,808,6995,11.551100,Moderate,75,3373,2.223500,Low,,,,,,2059864.000000,138,265,23,6.6994714214142297,12.864927004889644,1.1165785702357047,Low,Very High,Low,1490,19,12,1,1.275168,0.805369,0.067114,,,
2024/2025,18-64 yrs,Los Angeles,12/21/2024,51,2024,457,22291,2.0501547709838053,Very Low,4442,14117,31.465600,Very High,150,7298,2.055400,Low,,,,,,6240953.000000,98,286,21,1.57027300157524,4.5826334535767215,0.33648707176612286,Very Low,Moderate,Very Low,315,0,3,1,0.000000,0.952381,0.317460,,,
2024/2025,>64 yrs,Los Angeles,12/28/2024,52,2024,448,12596,3.5566846617973962,Low,1786,8549,20.891300,High,106,5478,1.935000,Low,,,,,,1608433.000000,228,576,33,14.175287375974008,35.811252318250126,2.0516863307330802,Moderate,Very High,High,1098,11,15,1,1.001821,1.366120,0.091075,,,
2024/2025,0-17 yrs,Southern California,12/28/2024,52,2024,148,10695,1.3838242169237962,Very Low,3791,9141,41.472500,Very High,1073,5909,18.158700,Very High,,,,,,2904951.000000,14,179,179,0.48193583988163652,6.1618939527723526,6.1618939527723526,Very Low,High,Very High,18,0,0,1,0.000000,0.000000,5.555556,,,
2024/2025,>64 yrs,Greater Sierra-Sacramento,01/04/2025,1,2025,108,2268,4.7619047619047619,Low,310,2821,10.989000,Moderate,92,2195,4.191300,Moderate,,,,,,525440.000000,46,122,38,8.7545676004872099,23.21863580998782,7.2320341047503049,Low,Very High,Very High,47,3,0,0,6.382979,0.000000,0.000000,,,
2024/2025,0-17 yrs,Southern California,01/04/2025,1,2025,148,8242,1.7956806600339725,Very Low,2452,6925,35.407900,Very High,1100,4998,22.008800,Very High,,,,,,2904951.000000,20,147,217,0.68847977125948079,5.0603263187571841,7.4700055181653662,Very Low,Moderate,Very High,11,0,2,0,0.000000,18.181818,0.000000,,,
2024/2025,0-17 yrs,Los Angeles,01/11/2025,2,2025,101,5031,2.007553170343868,Very Low,1729,4787,36.118700,Very High,482,3069,15.705400,Very High,,,,,,1934637.000000,10,54,22,0.51689283312580092,2.7912212988793246,1.1371642328767619,Very Low,Low,Low,13,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,0-17 yrs,Rural North,01/11/2025,2,2025,2,269,0.74349442379182151,Very Low,99,423,23.404300,Very High,44,242,18.181800,Very High,,,,,,147863.000000,0,3,1,0,2.0289051351588969,0.67630171171963227,Very Low,Low,Low,1,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,>64 yrs,Rural North,01/11/2025,2,2025,20,325,6.1538461538461542,Low,44,583,7.547200,Low,12,302,3.973500,Low,,,,,,148325.000000,21,11,0,14.158098769593799,7.4161469745491324,0,Moderate,High,Very Low,120,1,3,0,0.833333,2.500000,0.000000,,,
2024/2025,18-64 yrs,Los Angeles,01/18/2025,3,2025,530,22597,2.3454440854980749,Very Low,3889,13479,28.852300,Very High,197,7344,2.682500,Low,,,,,,6240953.000000,108,379,49,1.7305049405114892,6.0727904856838375,0.78513650078761998,Very Low,High,Low,331,4,5,1,1.208459,1.510574,0.302115,,,
2024/2025,0-17 yrs,Rural North,01/18/2025,3,2025,2,308,0.64935064935064934,Very Low,141,518,27.220100,Very High,50,276,18.115900,Very High,,,,,,147863.000000,0,2,1,0,1.3526034234392645,0.67630171171963227,Very Low,Low,Low,1,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,18-64 yrs,Southern California,01/18/2025,3,2025,473,24383,1.9398761432145348,Very Low,4358,14362,30.344000,Very High,189,5493,3.440700,Low,,,,,,7875686.000000,71,550,45,0.90150877015665687,6.9835186420586091,0.57137879798661351,Very Low,High,Low,484,3,16,0,0.619835,3.305785,0.000000,,,
2024/2025,0-17 yrs,Los Angeles,01/25/2025,4,2025,158,7746,2.0397624580428606,Very Low,3035,6913,43.902800,Very High,544,4072,13.359500,Very High,,,,,,1934637.000000,18,83,48,0.93040709962644152,4.290210514944147,2.4810855990038441,Very Low,Moderate,High,13,0,1,0,0.000000,7.692308,0.000000,,,
2024/2025,0-17 yrs,Rural North,01/25/2025,4,2025,5,417,1.1990407673860912,Very Low,171,643,26.594100,Very High,92,364,25.274700,Very High,,,,,,147863.000000,0,0,2,0,0,1.3526034234392645,Very Low,Very Low,Low,1,0,1,0,0.000000,100.000000,0.000000,,,
2024/2025,18-64 yrs,Southern California,01/25/2025,4,2025,486,29351,1.6558209260331846,Very Low,4551,14389,31.628300,Very High,220,5296,4.154100,Moderate,,,,,,7875686.000000,64,574,40,0.81262762380318365,7.2882540009848036,0.5078922648769898,Very Low,High,Low,463,4,24,1,0.863931,5.183585,0.215983,,,
2024/2025,0-17 yrs,Rural North,02/01/2025,5,2025,8,572,1.3986013986013985,Very Low,295,861,34.262500,Very High,88,476,18.487400,Very High,,,,,,147863.000000,0,1,0,0,0.67630171171963227,0,Very Low,Very Low,Very Low,1,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,18-64 yrs,Rural North,02/08/2025,6,2025,14,843,1.6607354685646498,Very Low,372,1273,29.222300,Very High,29,556,5.215800,Moderate,,,,,,384002.000000,4,45,0,1.0416612413477013,11.71868896516164,0,Very Low,Very High,Very Low,29,0,3,1,0.000000,10.344828,3.448276,,,
2024/2025,>64 yrs,Southern California,02/08/2025,6,2025,573,9283,6.1725735214908974,Low,1503,9257,16.236400,High,197,4815,4.091400,Moderate,,,,,,2059864.000000,187,573,90,9.078269244959861,27.817370467176474,4.3692204922266713,Low,Very High,Very High,1696,25,45,4,1.474057,2.653302,0.235849,,,
2024/2025,18-64 yrs,Central California,02/15/2025,7,2025,153,7487,2.0435421397088289,Very Low,2158,7734,27.902800,Very High,183,5221,3.505100,Low,,,,,,2636654.000000,9,162,19,0.3413417156744874,6.1441508821407735,0.72061028864614018,Very Low,High,Low,182,0,5,0,0.000000,2.747253,0.000000,,,
2024/2025,>64 yrs,Southern California,02/15/2025,7,2025,337,7874,4.2799085598171196,Low,791,8291,9.540500,Moderate,157,3968,3.956700,Low,,,,,,2059864.000000,162,381,67,7.8645968860080089,18.49636675042624,3.2526419219909659,Low,Very High,Very High,1681,15,38,6,0.892326,2.260559,0.356930,,,
2024/2025,0-17 yrs,Central California,02/22/2025,8,2025,78,5797,1.3455235466620665,Very Low,2090,6091,34.312900,Very High,725,4572,15.857400,Very High,,,,,,1224522.000000,1,14,30,0.081664518889819862,1.1433032644574781,2.4499355666945957,Very Low,Low,High,10,0,2,0,0.000000,20.000000,0.000000,,,
2024/2025,18-64 yrs,Greater Sierra-Sacramento,02/22/2025,8,2025,89,5151,1.7278198408076102,Very Low,1337,5301,25.221700,Very High,132,3368,3.919200,Low,,,,,,1793656.000000,9,109,15,0.50176845504377643,6.0769735110857379,0.83628075840629423,Very Low,High,Low,21,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,18-64 yrs,Southern California,02/22/2025,8,2025,356,17338,2.0532933440996657,Very Low,1586,11793,13.448700,Moderate,191,4993,3.825400,Low,,,,,,7875686.000000,80,188,45,1.0157845297539796,2.3870936449218521,0.57137879798661351,Very Low,Low,Low,384,3,9,1,0.781250,2.343750,0.260417,,,
2024/2025,0-17 yrs,Rural North,03/01/2025,9,2025,9,450,2,Very Low,123,657,18.721500,High,91,397,22.921900,Very High,,,,,,147863.000000,0,2,8,0,1.3526034234392645,5.4104136937570582,Very Low,Low,Very High,2,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,>64 yrs,Rural North,03/08/2025,10,2025,16,311,5.144694533762058,Low,47,628,7.484100,Low,33,344,9.593000,High,,,,,,148325.000000,6,23,5,4.045171077026799,15.50648912860273,3.3709758975223325,Low,Very High,Very High,150,0,3,0,0.000000,2.000000,0.000000,,,
2024/2025,18-64 yrs,Rural North,03/15/2025,11,2025,12,576,2.083333333333333,Very Low,55,716,7.681600,Low,26,373,6.970500,Moderate,,,,,,384002.000000,2,8,1,0.52083062067385066,2.0833224826954027,0.26041531033692533,Very Low,Low,Very Low,40,1,1,0,2.500000,2.500000,0.000000,,,
2024/2025,0-17 yrs,Central California,03/22/2025,12,2025,71,4017,1.7674881752551657,Very Low,752,4163,18.063900,High,261,3168,8.238600,High,,,,,,1224522.000000,2,5,12,0.16332903777963972,0.4083225944490993,0.9799742266778384,Very Low,Very Low,Low,8,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Southern California,03/30/2024,13,2024,246,6469,3.802751584479827,Low,94,5060,1.857700,Very Low,25,2846,0.878400,Very Low,,,,,,1990514.000000,123,,,6.1793084600258998,,,Low,,,1250,11,1,0,0.880000,0.080000,0.000000,,,
2023/2024,0-17 yrs,Bay Area,04/06/2024,14,2024,92,11478,0.80153336818261023,Very Low,292,5124,5.698700,Low,37,4396,0.841700,Very Low,,,,,,1696702.000000,4,,,0.235751475509547,,,Very Low,,,6,0,0,1,0.000000,0.000000,16.666667,,,
2023/2024,>64 yrs,Bay Area,04/06/2024,14,2024,318,10145,3.1345490389354365,Low,108,6923,1.560000,Very Low,21,6278,0.334500,Very Low,,,,,,1450195.000000,174,,,11.998386423894701,,,Low,,,895,7,0,1,0.782123,0.000000,0.111732,,,
2023/2024,0-17 yrs,Bay Area,04/20/2024,16,2024,110,9986,1.1015421590226318,Very Low,383,5151,7.435400,Low,29,4233,0.685100,Very Low,,,,,,1696702.000000,4,,,0.235751475509547,,,Very Low,,,11,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,18-64 yrs,Los Angeles,04/20/2024,16,2024,262,15069,1.7386687902316011,Very Low,302,6069,4.976100,Low,13,3277,0.396700,Very Low,,,,,,6291153.000000,40,,,0.63581349873385695,,,Very Low,,,299,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,0-17 yrs,Southern California,04/20/2024,16,2024,87,6210,1.4009661835748792,Very Low,207,3292,6.288000,Low,21,2561,0.820000,Very Low,,,,,,2950125.000000,8,,,0.27117495021397398,,,Very Low,,,18,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,04/27/2024,17,2024,96,1855,5.1752021563342323,Low,23,1634,1.407600,Very Low,6,1304,0.460100,Very Low,,,,,,510647.000000,55,,,10.770649783509899,,,Low,,,41,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Los Angeles,04/27/2024,17,2024,161,9096,1.7700087950747581,Very Low,45,3787,1.188300,Very Low,28,2585,1.083200,Low,,,,,,1558959.000000,101,,,6.47868224885966,,,Low,,,973,4,0,2,0.411100,0.000000,0.205550,,,
2023/2024,0-17 yrs,Bay Area,05/11/2024,19,2024,165,9272,1.7795513373597929,Very Low,193,3685,5.237400,Low,9,2855,0.315200,Very Low,,,,,,1696702.000000,4,,,0.235751475509547,,,Very Low,,,7,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Bay Area,05/11/2024,19,2024,401,8504,4.7154280338664156,Low,72,4564,1.577600,Very Low,6,3919,0.153100,Very Low,,,,,,1450195.000000,219,,,15.1014173955916,,,Moderate,,,902,8,5,0,0.886918,0.554324,0.000000,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,05/11/2024,19,2024,46,1450,3.1724137931034484,Low,73,1224,5.964100,Low,8,697,1.147800,Low,,,,,,673877.000000,6,,,0.89037020109011,,,Very Low,,,2,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,05/11/2024,19,2024,84,1703,4.9324721080446272,Low,15,1150,1.304300,Very Low,4,808,0.495000,Very Low,,,,,,510647.000000,63,,,12.337289752020499,,,Low,,,46,1,0,0,2.173913,0.000000,0.000000,,,
2023/2024,18-64 yrs,Southern California,05/11/2024,19,2024,256,13561,1.8877663889093725,Very Low,192,5695,3.371400,Low,9,2791,0.322500,Very Low,,,,,,7861790.000000,38,,,0.48335048379567502,,,Very Low,,,406,1,0,0,0.246305,0.000000,0.000000,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,05/18/2024,20,2024,150,3516,4.2662116040955631,Low,98,1665,5.885900,Low,6,1026,0.584800,Very Low,,,,,,1788686.000000,23,,,1.28586012301768,,,Very Low,,,15,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Southern California,05/18/2024,20,2024,262,5816,4.5048143053645111,Low,86,4394,1.957200,Very Low,12,2434,0.493000,Very Low,,,,,,1990514.000000,77,,,3.8683475725365399,,,Low,,,1319,5,3,0,0.379075,0.227445,0.000000,,,
2023/2024,>64 yrs,Central California,05/25/2024,21,2024,126,2074,6.075216972034716,Low,19,1261,1.506700,Very Low,0,850,0.000000,Very Low,,,,,,565180.000000,68,,,12.031565165080201,,,Low,,,432,2,0,0,0.462963,0.000000,0.000000,,,
2023/2024,0-17 yrs,Southern California,05/25/2024,21,2024,95,4737,2.0054887059320246,Very Low,130,2846,4.567800,Low,8,2189,0.365500,Very Low,,,,,,2950125.000000,11,,,0.37286555654421399,,,Very Low,,,20,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,0-17 yrs,Los Angeles,06/01/2024,22,2024,66,3938,1.6759776536312849,Very Low,104,2336,4.452100,Low,12,1450,0.827600,Very Low,,,,,,1975596.000000,4,,,0.20247054559737901,,,Very Low,,,9,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,18-64 yrs,Central California,06/08/2024,23,2024,332,6591,5.0371719010772269,Low,115,2354,4.885300,Low,2,1559,0.128300,Very Low,,,,,,2620187.000000,2,,,0.076330429850998999,,,Very Low,,,191,2,1,0,1.047120,0.523560,0.000000,,,
2023/2024,>64 yrs,Los Angeles,06/08/2024,23,2024,367,10480,3.5019083969465647,Low,63,3651,1.725600,Very Low,3,2214,0.135500,Very Low,,,,,,1558959.000000,116,,,7.4408627808685104,,,Low,,,935,7,1,0,0.748663,0.106952,0.000000,,,
2023/2024,18-64 yrs,Southern California,06/08/2024,23,2024,577,13125,4.3961904761904762,Low,227,5580,4.068100,Low,8,2566,0.311800,Very Low,,,,,,7861790.000000,38,,,0.48335048379567502,,,Very Low,,,407,0,2,0,0.000000,0.491400,0.000000,,,
2023/2024,18-64 yrs,Bay Area,06/15/2024,24,2024,1485,27383,5.423072709345214,Low,227,8326,2.726400,Low,13,7116,0.182700,Very Low,,,,,,5244977.000000,78,,,1.4871371218596401,,,Very Low,,,213,1,1,0,0.469484,0.469484,0.000000,,,
2023/2024,>64 yrs,Bay Area,06/15/2024,24,2024,1045,9381,11.139537362754503,Moderate,73,4565,1.599100,Very Low,8,3951,0.202500,Very Low,,,,,,1450195.000000,319,,,21.9970417771403,,,Moderate,,,835,14,0,0,1.676647,0.000000,0.000000,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,06/15/2024,24,2024,216,1564,13.810741687979538,High,10,1006,0.994000,Very Low,0,676,0.000000,Very Low,,,,,,510647.000000,118,,,23.107939535530399,,,High,,,45,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,18-64 yrs,Bay Area,06/22/2024,25,2024,1947,28446,6.8445475638051052,Low,235,8727,2.692800,Low,12,7297,0.164500,Very Low,,,,,,5244977.000000,112,,,2.1353763801061501,,,Very Low,,,229,1,2,0,0.436681,0.873362,0.000000,,,
2023/2024,>64 yrs,Bay Area,06/22/2024,25,2024,1230,9611,12.797835813130787,Moderate,87,4834,1.799800,Very Low,10,4089,0.244600,Very Low,,,,,,1450195.000000,362,,,24.9621602612063,,,High,,,817,20,2,0,2.447980,0.244798,0.000000,,,
2023/2024,>64 yrs,Central California,06/22/2024,25,2024,251,2235,11.230425055928411,Moderate,19,1228,1.547200,Very Low,0,828,0.000000,Very Low,,,,,,565180.000000,85,,,15.0394564563502,,,Moderate,,,448,6,1,0,1.339286,0.223214,0.000000,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,06/22/2024,25,2024,433,3695,11.718538565629229,Moderate,44,1496,2.941200,Low,1,854,0.117100,Very Low,,,,,,1788686.000000,54,,,3.0189759409980299,,,Low,,,5,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,18-64 yrs,Southern California,06/22/2024,25,2024,905,14798,6.1156913096364374,Low,187,5510,3.393800,Low,3,2518,0.119100,Very Low,,,,,,7861790.000000,53,,,0.67414672739923098,,,Very Low,,,377,4,1,0,1.061008,0.265252,0.000000,,,
